"GEO_ID","NAME","B01001B_001E","B01001B_001M","B01001B_002E","B01001B_002M","B01001B_003E","B01001B_003M","B01001B_004E","B01001B_004M","B01001B_005E","B01001B_005M","B01001B_006E","B01001B_006M","B01001B_007E","B01001B_007M","B01001B_008E","B01001B_008M","B01001B_009E","B01001B_009M","B01001B_010E","B01001B_010M","B01001B_011E","B01001B_011M","B01001B_012E","B01001B_012M","B01001B_013E","B01001B_013M","B01001B_014E","B01001B_014M","B01001B_015E","B01001B_015M","B01001B_016E","B01001B_016M","B01001B_017E","B01001B_017M","B01001B_018E","B01001B_018M","B01001B_019E","B01001B_019M","B01001B_020E","B01001B_020M","B01001B_021E","B01001B_021M","B01001B_022E","B01001B_022M","B01001B_023E","B01001B_023M","B01001B_024E","B01001B_024M","B01001B_025E","B01001B_025M","B01001B_026E","B01001B_026M","B01001B_027E","B01001B_027M","B01001B_028E","B01001B_028M","B01001B_029E","B01001B_029M","B01001B_030E","B01001B_030M","B01001B_031E","B01001B_031M"
"310M400US27620","Jefferson City, MO Metro Area","13079","1519","7563","1142","384","196","148","192","231","262","430","339","264","271","930","462","724","533","989","614","1712","725","986","638","414","184","351","219","0","190","0","190","5516","1005","491","317","527","456","362","258","188","245","475","416","486","423","357","314","319","347","630","517","1049","469","307","201","325","243","0","190","0","190"
"310M400US15180","Brownsville-Harlingen, TX Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US19740","Denver-Aurora-Lakewood, CO Metro Area","167061","5770","83948","2889","5453","952","5981","1428","5199","1111","2988","865","1692","520","5985","857","7944","1084","8246","1120","11796","1245","11740","907","10272","545","4440","535","1737","532","475","343","83113","3961","5367","1026","6021","1629","4737","1305","4404","859","1420","583","5644","989","7901","963","6189","849","11522","925","10771","1082","9928","901","5499","546","2695","376","1015","412"
"310M400US33140","Michigan City-La Porte, IN Metro Area","12635","1114","8316","904","644","323","629","444","514","329","253","213","0","198","603","471","1151","782","851","667","1495","411","946","423","647","285","333","239","250","276","0","198","4319","530","216","203","54","103","177","203","126","150","327","429","386","427","258","310","397","529","546","271","639","291","581","133","487","152","35","60","90","137"
"310M400US39060","Pottsville, PA Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US43100","Sheboygan, WI Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US44300","State College, PA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US47580","Warner Robins, GA Metro Area","68694","3111","32414","1914","3157","562","2773","762","3111","1015","825","677","958","803","2704","1190","2860","1011","2077","350","4022","589","4062","668","4249","782","1268","600","170","184","178","274","36280","2328","2305","503","2554","867","2307","742","2037","782","1698","890","2369","865","2965","577","2697","443","5746","815","4207","451","3693","533","2398","639","646","393","658","396"
"310M400US10740","Albuquerque, NM Metro Area","24752","2446","13917","1368","521","443","886","543","1159","669","332","282","358","448","1432","491","945","499","1001","485","1289","480","2517","647","1806","270","925","260","634","315","112","140","10835","1550","157","194","1121","583","1262","557","262","226","37","64","642","418","1259","496","923","567","1323","600","967","449","1357","392","813","259","317","268","395","222"
"310M400US27740","Johnson City, TN Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US11260","Anchorage, AK Metro Area","17580","1290","9044","877","771","498","100","181","1261","355","531","378","249","314","90","191","918","744","678","501","1327","544","1335","533","943","355","630","352","141","160","70","113","8536","971","358","298","1006","636","840","482","233","216","453","474","184","238","674","648","438","362","1261","540","1381","682","766","367","588","388","176","235","178","229"
"310M400US12620","Bangor, ME Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US18180","Concord, NH Micro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US22420","Flint, MI Metro Area","80771","3150","37978","1333","2613","733","2931","846","3543","830","1872","210","1258","156","3158","145","3161","220","1881","194","3942","173","4424","111","4566","125","2937","186","1301","249","391","249","42793","2149","2447","630","3161","973","2931","1087","1787","292","1152","314","2701","887","3220","476","2627","283","5083","127","5475","60","5750","120","3895","139","1873","313","691","298"
"310M400US25260","Hanford-Corcoran, CA Metro Area","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"310M400US44340","Statesboro, GA Micro Area","20136","1796","8953","1332","828","488","95","120","881","457","182","236","760","293","2138","509","466","386","130","166","930","530","934","610","924","277","345","230","340","280","0","226","11183","875","710","507","470","283","428","312","290","237","1398","529","2072","549","376","316","753","81","898","482","1541","477","1112","91","804","171","186","142","145","177"
"310M400US49620","York-Hanover, PA Metro Area","24439","3185","12378","1488","1852","820","242","182","1177","496","409","222","713","596","1143","679","230","275","1006","549","1256","489","1963","297","1334","70","500","235","521","301","32","54","12061","2311","1334","765","897","655","629","493","946","322","711","433","1026","718","955","634","439","400","1512","487","1441","549","1295","249","556","286","239","222","81","140"
